DATE_TIME,ICAO,TEMP,WIND_SPEED,PRECIP,CONDITION
2016-01-22 19:00:00,GMMN,63,7,0.0,Fair
2016-01-22 19:30:00,GMMN,63,6,0.0,Fair
2016-01-22 20:00:00,GMMN,61,5,0.0,Fair
2016-01-22 20:30:00,GMMN,61,6,0.0,Fair
2016-01-22 21:00:00,GMMN,61,7,0.0,Fair
2016-01-22 21:30:00,GMMN,61,5,0.0,Fair
2016-01-22 22:00:00,GMMN,61,6,0.0,Fair
2016-01-22 22:30:00,GMMN,59,5,0.0,Fair
2016-01-22 23:00:00,GMMN,59,5,0.0,Fair
2016-01-22 23:30:00,GMMN,57,5,0.0,Fair
2016-01-22 01:00:00,LFPO,30,3,0.0,Fair
2016-01-22 01:30:00,LFPO,30,2,0.0,Fair
2016-01-22 02:00:00,LFPO,28,3,0.0,Mist
2016-01-22 02:30:00,LFPO,28,2,0.0,Mist
2016-01-22 03:00:00,LFPO,28,1,0.0,Mist
2016-01-22 03:30:00,LFPO,28,0,0.0,Fair
2016-01-22 04:00:00,LFPO,28,3,0.0,Fair
2016-01-22 04:30:00,LFPO,28,1,0.0,Fair
2016-01-22 05:00:00,LFPO,28,2,0.0,Fair
2016-01-22 05:30:00,LFPO,28,3,0.0,Fair
2016-01-22 06:00:00,LFPO,28,1,0.0,Fair
2016-01-22 06:30:00,LFPO,28,3,0.0,Fair
2016-01-22 07:00:00,LFPO,28,3,0.0,Fair
2016-01-22 07:30:00,LFPO,28,2,0.0,Fair
2016-01-22 08:00:00,LFPO,28,5,0.0,Fair
2016-01-22 08:30:00,LFPO,30,3,0.0,Fair
2016-01-22 09:00:00,LFPO,30,3,0.0,Fair
2016-01-22 09:30:00,LFPO,28,2,0.0,Fair
2016-01-22 10:00:00,LFPO,30,3,0.0,Fair
2016-01-22 10:30:00,LFPO,30,3,0.0,Fair
2016-01-22 11:00:00,LFPO,32,7,0.0,Fair
2016-01-22 11:30:00,LFPO,32,8,0.0,Fair
2016-01-22 12:00:00,LFPO,34,7,0.0,Fair
2016-01-22 13:00:00,LFPO,36,7,0.0,Fair
2016-01-22 13:30:00,LFPO,37,7,0.0,Fair
2016-01-22 14:00:00,LFPO,37,8,0.0,Light Rain
2016-01-22 14:30:00,LFPO,39,8,0.0,Light Rain
2016-01-22 15:00:00,LFPO,39,7,0.0,Light Rain
2016-01-22 15:30:00,LFPO,39,8,0.0,Light Rain
2016-01-22 16:00:00,LFPO,39,9,0.0,Light Rain
2016-01-22 16:30:00,LFPO,39,10,0.0,Light Rain
2016-01-22 17:00:00,LFPO,39,9,0.0,Light Rain
